순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2001,086250,화신테크,"2,630","-225","-7.9","394,836","1,069,113,010","2,800","2,990","2,630","35,680,547,240","0.00","13,566,748",,,
2002,260970,에스앤디,"117,500","0","0.0","0","0","0","0","0","35,677,935,000","0.00","303,642",,,
2003,109080,옵티시스,"6,330","-290","-4.4","52,031","329,776,210","6,750","6,750","6,170","35,675,880,000","0.00","5,636,000",,,
2004,003720,삼영화학,"1,045","-45","-4.1","56,047","58,942,680","1,090","1,100","1,015","35,530,000,000","0.00","34,000,000",,,
2005,195440,퓨전데이타,"370","12","3.4","11,441,098","4,354,180,946","358","404","345","35,521,250,230","0.00","96,003,379",,,
2006,024910,경창산업,"990","-35","-3.4","148,869","147,827,901","1,015","1,025","945","35,460,814,950","0.00","35,819,005",,,
2007,900120,씨케이에이치,"321","-16","-4.8","487,305","157,605,440","334","339","315","35,439,830,697","0.00","110,404,457",,,
2008,122800,썬텍,"1,000","0","0.0","0","0","0","0","0","35,153,085,000","0.00","35,153,085",,,
2009,290270,휴네시온,"7,290","-1,030","-12.4","638,255","4,983,004,900","8,160","8,210","7,290","35,019,964,440","0.00","4,803,836",,,
2010,002410,범양건영,"1,410","-80","-5.4","220,959","315,572,300","1,465","1,495","1,405","35,012,854,920","0.00","24,831,812",,,
2011,009140,경인전자,"22,200","-1,400","-5.9","6,157","138,225,300","23,100","23,550","22,000","34,871,693,400","0.00","1,570,797",,,
2012,025880,케이씨피드,"2,080","-205","-9.0","152,108","329,198,765","2,280","2,285","2,075","34,768,984,640","0.00","16,715,858",,,
2013,258540,스템랩,"20,000","-1,950","-8.9","564","11,279,750","18,750","21,000","18,750","34,759,800,000","0.00","1,737,990",,,
2014,005450,신한,"4,945","0","0.0","0","0","0","0","0","34,727,938,855","0.00","7,022,839",,,
2015,043590,크로바하이텍,"1,490","0","0.0","0","0","0","0","0","34,717,000,000","0.00","23,300,000",,,
2016,225590,패션플랫폼,"1,300","-140","-9.7","540,642","734,870,420","1,425","1,430","1,295","34,627,726,900","0.00","26,636,713",,,
2017,072950,빛샘전자,"5,760","-240","-4.0","64,698","375,649,440","5,960","6,040","5,730","34,560,000,000","0.00","6,000,000",,,
2018,048830,엔피케이,"1,840","-120","-6.1","222,407","415,855,110","1,930","1,960","1,840","34,452,018,320","0.00","18,723,923",,,
2019,217950,파마리서치바이오,"8,500","-470","-5.2","136","1,205,820","8,800","9,500","7,840","34,419,823,500","0.00","4,049,391",,,
2020,030720,동원수산,"7,390","-410","-5.3","81,318","604,886,880","7,610","7,890","7,270","34,391,618,950","0.00","4,653,805",,,
2021,001420,태원물산,"4,525","-175","-3.7","31,506","142,643,080","4,850","4,870","4,465","34,390,000,000","0.00","7,600,000",,,
2022,009180,한솔로지스틱스,"1,250","-85","-6.4","281,468","357,445,415","1,320","1,350","1,250","34,346,781,250","0.00","27,477,425",,,
2023,064480,브리지텍,"2,865","-225","-7.3","34,407","101,089,700","3,085","3,085","2,830","34,243,912,500","0.00","11,952,500",,,
2024,019990,에너토크,"3,500","-400","-10.3","72,570","266,323,555","3,815","3,895","3,500","34,146,308,000","0.00","9,756,088",,,
2025,035460,기산텔레콤,"2,340","-200","-7.9","71,384","170,543,110","2,565","2,575","2,335","34,110,975,600","0.00","14,577,340",,,
2026,028040,미래SCI,"970","-45","-4.4","462,488","449,194,029","1,015","1,015","958","33,966,743,170","0.00","35,017,261",,,
2027,053160,프리엠스,"5,660","-280","-4.7","33,557","191,311,380","5,890","5,900","5,580","33,960,000,000","0.00","6,000,000",,,
2028,251960,엠에프엠코리아,"3,260","0","0.0","0","0","0","0","0","33,904,000,000","0.00","10,400,000",,,
2029,032280,삼일,"2,090","25","1.2","114,106","229,639,920","2,095","2,095","1,975","33,886,403,100","0.00","16,213,590",,,
2030,038110,에코플라스틱,"1,320","-155","-10.5","436,369","599,159,860","1,470","1,495","1,320","33,883,568,400","0.00","25,669,370",,,
2031,900070,글로벌에스엠,"630","-52","-7.6","403,565","258,201,427","661","686","610","33,858,699,840","0.00","53,743,968",,,
2032,006200,한국전자홀딩스,"723","-42","-5.5","155,056","114,640,294","765","765","720","33,838,667,328","0.00","46,803,136",,,
2033,008775,호텔신라우,"45,000","-2,800","-5.9","11,343","513,851,550","46,900","48,900","44,600","33,834,555,000","0.00","751,879",,,
2034,219130,타이거일렉,"5,340","-740","-12.2","256,733","1,451,894,880","6,020","6,090","5,340","33,718,308,600","0.00","6,314,290",,,
2035,045300,성우테크론,"3,650","-160","-4.2","30,276","111,354,370","3,805","3,805","3,630","33,682,543,100","0.00","9,228,094",,,
2036,161570,THE MIDONG,"2,440","-215","-8.1","70,170","174,948,290","2,655","2,655","2,420","33,651,957,840","0.00","13,791,786",,,
2037,060260,뉴보텍,"1,250","-75","-5.7","449,336","570,543,275","1,350","1,350","1,250","33,579,898,750","0.00","26,863,919",,,
2038,032860,GMR 머티리얼즈,"497","-16","-3.1","752,353","372,074,814","502","513","481","33,576,743,480","0.00","67,558,840",,,
2039,065440,이루온,"1,230","-95","-7.2","398,596","499,973,755","1,320","1,335","1,215","33,548,274,600","0.00","27,275,020",,,
2040,054040,한국컴퓨터,"2,075","-110","-5.0","77,540","161,700,800","2,160","2,165","2,050","33,347,926,750","0.00","16,071,290",,,
2041,206950,볼빅,"7,950","0","0.0","2","15,200","7,250","7,950","7,250","33,257,497,350","0.00","4,183,333",,,
2042,019770,서연탑메탈,"2,850","-370","-11.5","633,791","1,910,101,335","3,165","3,215","2,850","33,202,500,000","0.00","11,650,000",,,
2043,003925,남양유업우,"198,500","-1,500","-0.8","25","4,960,000","199,500","199,500","195,500","33,082,407,000","0.00","166,662",,,
2044,227950,마이크로텍,"1,705","5","0.3","83,005","143,255,375","1,750","1,795","1,700","33,078,582,240","0.00","19,400,928",,,
2045,018700,바른손,"2,010","-120","-5.6","88,218","180,476,530","2,130","2,130","2,000","32,998,903,650","0.00","16,417,365",,,
2046,067010,이씨에스,"4,395","-105","-2.3","27,747","124,104,295","4,500","4,505","4,385","32,962,500,000","0.00","7,500,000",,,
2047,189860,서전기전,"3,390","-300","-8.1","94,284","328,141,310","3,600","3,685","3,350","32,878,864,200","0.00","9,698,780",,,
2048,134060,이퓨쳐,"6,880","-60","-0.9","52,895","368,577,360","7,090","7,090","6,870","32,812,440,000","0.00","4,769,250",,,
2049,114190,웰크론강원,"2,090","-110","-5.0","76,359","161,152,275","2,180","2,230","2,055","32,805,254,460","0.00","15,696,294",,,
2050,017000,신원종합개발,"3,250","-130","-3.8","61,270","196,172,475","3,350","3,380","3,095","32,721,087,750","0.00","10,068,027",,,
2051,032580,피델릭스,"1,355","-145","-9.7","486,959","673,071,525","1,500","1,500","1,305","32,519,818,430","0.00","23,999,866",,,
2052,115480,씨유메디칼,"2,025","-165","-7.5","271,429","557,813,855","2,190","2,190","2,000","32,179,232,475","0.00","15,890,979",,,
2053,024850,피에스엠씨,"830","-56","-6.3","523,001","438,904,900","893","893","811","32,142,746,830","0.00","38,726,201",,,
2054,28513K,SK케미칼우,"21,800","-1,500","-6.4","7,009","155,592,200","23,750","23,750","21,800","31,799,006,000","0.00","1,458,670",,,
2055,119500,포메탈,"2,680","-175","-6.1","128,489","349,182,890","2,805","2,850","2,650","31,750,581,760","0.00","11,847,232",,,
2056,056000,신스타임즈,"2,260","20","0.9","15,054","32,998,360","2,240","2,330","2,145","31,677,516,000","0.00","14,016,600",,,
2057,086220,네추럴FNP,"2,995","115","4.0","1","2,995","2,995","2,995","2,995","31,668,725,675","0.00","10,573,865",,,
2058,003680,한성기업,"5,170","-430","-7.7","69,709","370,339,320","5,580","5,670","5,090","31,640,374,150","0.00","6,119,995",,,
2059,123010,옵토팩,"6,090","-680","-10.0","135,539","836,385,050","6,700","6,780","5,930","31,616,174,100","0.00","5,191,490",,,
2060,023960,에쓰씨엔지니어링,"1,245","-100","-7.4","91,927","116,864,510","1,345","1,345","1,245","31,145,650,815","0.00","25,016,587",,,
2061,178600,대동고려삼,"6,990","-300","-4.1","1","6,990","6,990","6,990","6,990","31,102,704,000","0.00","4,449,600",,,
2062,093640,다믈멀티미디어,"2,880","-255","-8.1","58,520","172,150,045","3,295","3,295","2,870","31,099,783,680","0.00","10,798,536",,,
2063,284420,휴럼,"8,500","0","0.0","213","1,810,500","8,500","8,500","8,500","30,988,365,000","0.00","3,645,690",,,
2064,108675,LG하우시스우,"30,000","-350","-1.2","2,910","86,047,500","30,500","30,500","29,100","30,969,900,000","0.00","1,032,330",,,
2065,073190,듀오백,"2,585","-160","-5.8","154,502","402,488,420","2,680","2,685","2,570","30,937,383,400","0.00","11,968,040",,,
2066,031860,엔에스엔,"1,290","-210","-14.0","626,574","848,599,440","1,455","1,460","1,290","30,745,310,460","0.00","23,833,574",,,
2067,015260,에이엔피,"371","-17","-4.4","488,032","184,213,548","388","388","371","30,713,186,028","0.00","82,784,868",,,
2068,052600,한네트,"2,650","-140","-5.0","104,342","282,734,895","2,790","2,805","2,645","30,643,805,000","0.00","11,563,700",,,
2069,016920,카스,"1,425","-130","-8.4","319,120","426,254,790","1,555","1,555","1,415","30,600,609,600","0.00","21,474,112",,,
2070,173130,오파스넷,"7,570","-760","-9.1","78,177","614,151,910","8,180","8,450","7,500","30,476,078,140","0.00","4,025,902",,,
2071,141070,맥스로텍,"1,225","-75","-5.8","266,943","333,783,435","1,325","1,325","1,225","30,461,409,825","0.00","24,866,457",,,
2072,021880,메이슨캐피탈,"307","-3","-1.0","211,469","63,409,736","306","308","295","30,449,613,256","0.00","99,184,408",,,
2073,197140,디지캡,"4,110","-105","-2.5","26,056","105,732,945","4,215","4,240","3,950","30,379,977,420","0.00","7,391,722",,,
2074,023790,동일철강,"4,135","-265","-6.0","19,508","81,673,800","4,485","4,485","4,035","30,371,926,475","0.00","7,345,085",,,
2075,123750,알톤스포츠,"2,380","-95","-3.8","16,520","39,287,905","2,475","2,475","2,320","30,336,186,860","0.00","12,746,297",,,
2076,011230,삼화전자,"2,870","-170","-5.6","90,363","262,389,305","3,020","3,020","2,840","30,014,287,800","0.00","10,457,940",,,
2077,033600,럭슬,"1,105","253","29.7","5,902,975","6,521,169,475","1,105","1,105","1,070","29,790,655,245","0.00","26,959,869",,,
2078,226350,아이엠텍,"1,005","-50","-4.7","128,851","130,249,419","1,070","1,070","991","29,578,880,610","0.00","29,431,722",,,
2079,011300,성안,"519","-30","-5.5","120,879","63,706,927","549","549","519","29,509,229,340","0.00","56,857,860",,,
2080,178780,유테크,"1,695","155","10.1","1,581,401","2,631,851,900","1,565","1,785","1,475","29,466,698,685","0.00","17,384,483",,,
2081,232530,이엠티,"2,925","-85","-2.8","108","315,900","2,925","2,925","2,925","29,381,051,700","0.00","10,044,804",,,
2082,010420,한솔PNS,"1,430","-110","-7.1","518,882","760,406,305","1,525","1,630","1,430","29,305,007,160","0.00","20,493,012",,,
2083,060300,레드로버,"610","0","0.0","0","0","0","0","0","29,058,995,780","0.00","47,637,698",,,
2084,088290,이원컴포텍,"2,035","-15","-0.7","1,118,485","2,348,472,205","2,055","2,210","1,945","28,994,407,310","0.00","14,247,866",,,
2085,130500,GH신소재,"2,635","-310","-10.5","568,640","1,559,539,435","2,905","2,935","2,635","28,985,000,000","0.00","11,000,000",,,
2086,090150,광진윈텍,"3,000","-45","-1.5","53,262","156,833,440","2,970","3,035","2,870","28,975,179,000","0.00","9,658,393",,,
2087,060380,동양에스텍,"2,890","-65","-2.2","14,994","43,490,695","2,925","3,000","2,875","28,900,000,000","0.00","10,000,000",,,
2088,043260,성호전자,"810","-78","-8.8","504,307","417,564,239","894","894","805","28,834,414,830","0.00","35,598,043",,,
2089,208370,셀바스헬스케어,"2,040","-170","-7.7","80,666","170,023,575","2,210","2,210","2,040","28,620,553,320","0.00","14,029,683",,,
2090,153360,하이골드3호,"1,770","-10","-0.6","8,354","14,708,120","1,795","1,795","1,760","28,585,128,300","0.00","16,149,790",,,
2091,187270,신화콘텍,"2,810","-200","-6.6","49,965","141,893,055","3,010","3,010","2,780","28,504,204,450","0.00","10,143,845",,,
2092,098660,에스티오,"3,370","-130","-3.7","68,280","233,948,025","3,500","3,660","3,325","28,493,835,280","0.00","8,455,144",,,
2093,103130,웅진에너지,"914","0","0.0","0","0","0","0","0","28,285,852,308","0.00","30,947,322",,,
2094,223310,이에스브이,"229","-17","-6.9","1,124,123","261,383,839","249","250","226","28,169,563,655","0.00","123,011,195",,,
2095,044780,에이치케이,"1,520","-140","-8.4","712,154","1,106,457,965","1,660","1,695","1,510","28,128,796,240","0.00","18,505,787",,,
2096,233990,질경이,"2,090","-310","-12.9","4,285","9,008,430","2,400","2,400","2,065","28,089,600,000","0.00","13,440,000",,,
2097,093380,풍강,"2,840","-360","-11.2","336,185","984,654,220","3,155","3,190","2,840","28,057,248,920","0.00","9,879,313",,,
2098,099410,동방선기,"2,055","-185","-8.3","286,733","601,354,025","2,240","2,240","2,040","27,826,759,110","0.00","13,541,002",,,
2099,001210,금호전기,"2,800","-170","-5.7","82,906","238,197,620","2,905","2,950","2,785","27,824,104,000","0.00","9,937,180",,,
2100,064520,바른전자,"2,090","0","0.0","0","0","0","0","0","27,763,355,180","0.00","13,283,902",,,
2101,299480,지앤이헬스케어,"2,500","0","0.0","0","0","0","0","0","27,751,857,500","0.00","11,100,743",,,
2102,035200,프럼파스트,"2,840","-275","-8.8","126,877","376,590,420","3,050","3,120","2,830","27,634,875,600","0.00","9,730,590",,,
2103,079170,한창산업,"5,300","-250","-4.5","4,586","24,763,680","5,550","5,580","5,300","27,560,000,000","0.00","5,200,000",,,
2104,159650,하이골드8호,"1,845","-20","-1.1","20,310","37,599,560","1,850","1,885","1,810","27,501,439,005","0.00","14,905,929",,,
2105,033050,제이엠아이,"844","-36","-4.1","90,958","77,205,184","880","894","840","27,496,964,648","0.00","32,579,342",,,
2106,115570,스타플렉스,"4,255","-100","-2.3","8,999","38,155,420","4,350","4,355","4,170","27,460,638,170","0.00","6,453,734",,,
2107,221610,한솔씨앤피,"6,850","-210","-3.0","71,173","478,930,390","6,830","7,000","6,510","27,356,660,050","0.00","3,993,673",,,
2108,094860,코닉글로리,"573","-26","-4.3","612,326","356,110,746","591","599","573","27,305,204,526","0.00","47,653,062",,,
2109,000950,전방,"16,250","-600","-3.6","1,574","25,936,900","16,850","16,850","16,250","27,300,000,000","0.00","1,680,000",,,
2110,001465,BYC우,"126,000","-3,000","-2.3","1,276","160,929,500","126,500","131,000","122,500","27,138,510,000","0.00","215,385",,,
2111,196700,웹스,"1,980","-185","-8.6","610,398","1,244,411,015","2,130","2,160","1,980","27,122,982,480","0.00","13,698,476",,,
2112,065370,위세아이텍,"7,950","430","5.7","225","1,704,400","7,550","7,950","7,550","27,030,000,000","0.00","3,400,000",,,
2113,191410,육일씨엔에쓰,"2,885","-55","-1.9","38,028","107,994,600","2,945","3,160","2,700","27,012,318,470","0.00","9,363,022",,,
2114,024940,PN풍년,"2,700","185","7.4","2,081,435","5,571,838,870","2,525","2,795","2,480","27,000,000,000","0.00","10,000,000",,,
2115,054340,피앤텔,"6,680","0","0.0","0","0","0","0","0","26,927,340,520","0.00","4,031,039",,,
2116,002355,넥센타이어1우B,"4,125","105","2.6","29","119,735","4,140","4,140","4,125","26,812,500,000","0.00","6,500,000",,,
2117,134580,디엠티,"2,375","-105","-4.2","61,816","143,653,065","2,430","2,475","2,285","26,718,750,000","0.00","11,250,000",,,
2118,069140,누리플랜,"4,915","-425","-8.0","262,652","1,340,201,155","5,300","5,400","4,860","26,677,174,990","0.00","5,427,706",,,
2119,281310,바이오시네틱스,"10,150","0","0.0","0","0","0","0","0","26,581,733,500","0.00","2,618,890",,,
2120,226400,오스테오닉,"3,105","-430","-12.2","48,875","157,603,110","3,600","3,600","3,005","26,263,536,930","0.00","8,458,466",,,
2121,003475,유안타증권우,"2,015","-95","-4.5","23,548","47,978,145","2,110","2,110","2,015","26,018,107,180","0.00","12,912,212",,,
2122,008830,대동기어,"2,890","-175","-5.7","7,515","21,851,460","3,065","3,065","2,830","25,973,932,800","0.00","8,987,520",,,
2123,039740,한국정보공학,"3,195","-145","-4.3","21,166","68,420,335","3,305","3,335","3,195","25,618,778,415","0.00","8,018,397",,,
2124,211050,인카금융서비스,"5,700","270","5.0","10","57,000","5,700","5,700","5,700","25,615,743,000","0.00","4,493,990",,,
2125,004920,씨아이테크,"471","11","2.4","566,687","264,068,861","454","493","445","25,534,000,836","0.00","54,212,316",,,
2126,158310,인터불스,"2,105","-5","-0.2","101,583","216,092,955","2,100","2,175","2,060","25,410,806,410","0.00","12,071,642",,,
2127,130740,티피씨글로벌,"2,460","-50","-2.0","52,503","131,125,800","2,515","2,545","2,460","25,398,218,340","0.00","10,324,479",,,
2128,200580,메디쎄이,"7,300","-160","-2.1","2","14,600","7,300","7,300","7,300","25,390,560,700","0.00","3,478,159",,,
2129,054220,비츠로시스,"485","0","0.0","0","0","0","0","0","25,363,340,295","0.00","52,295,547",,,
2130,001770,신화실업,"20,850","-1,450","-6.5","16,847","353,987,450","22,450","22,450","20,500","25,330,206,300","0.00","1,214,878",,,
2131,020400,대동금속,"10,550","-700","-6.2","2,970","30,953,350","11,050","11,250","10,200","25,320,000,000","0.00","2,400,000",,,
2132,052770,와이디온라인,"805","0","0.0","0","0","0","0","0","25,295,832,170","0.00","31,423,394",,,
2133,043360,디지아이,"2,810","-160","-5.4","113,076","323,886,005","2,975","2,995","2,805","25,290,000,000","0.00","9,000,000",,,
2134,082660,나인컴플렉스,"521","0","0.0","0","0","0","0","0","25,199,261,184","0.00","48,367,104",,,
